t,coop_rate,avg_payoff,payoff_gini,strategy_mean,strategy_std,persuasion_rate,avg_shift,n_targeted,topo,seed,label
0,0.5,12.866666666666667,0.31295336787564765,0.4722890207720961,0.14254002054697104,0.6666666666666666,0.12390552192372366,6,scale_free,42,Target_PERIPHERY
1,0.5,12.166666666666666,0.4198173515981735,0.47561433827944455,0.15069782401415785,0.8333333333333334,0.12909868377630965,6,scale_free,42,Target_PERIPHERY
2,0.5666666666666667,13.4,0.36334991708126035,0.48654061768591117,0.14973693899526205,0.8333333333333334,0.12909868377630965,6,scale_free,42,Target_PERIPHERY
3,0.4,11.1,0.5320320320320321,0.47615574356360185,0.13675208088928947,0.8333333333333334,0.12909868377630965,6,scale_free,42,Target_PERIPHERY
4,0.3,9.266666666666667,0.4546762589928058,0.4550170543359696,0.13744822363597758,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
5,0.16666666666666666,7.7,0.5057720057720058,0.4204150078156532,0.14526081670440164,0.6666666666666666,0.1109376415670313,6,scale_free,42,Target_PERIPHERY
6,0.2,8.4,0.45052910052910056,0.3939652068777749,0.13958197888127696,0.6666666666666666,0.0943383339327814,6,scale_free,42,Target_PERIPHERY
7,0.3,9.366666666666667,0.4805456702253855,0.3826893820524419,0.1487968707314512,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
8,0.3333333333333333,11.7,0.2743589743589744,0.37676665620614885,0.14484504140055393,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
9,0.4,10.766666666666667,0.43787409700722396,0.37955465746141104,0.15481672509600794,0.8333333333333334,0.13429184562889565,6,scale_free,42,Target_PERIPHERY
10,0.36666666666666664,10.533333333333333,0.4267932489451477,0.3780080985660417,0.1406573684199516,0.8333333333333334,0.12909868377630965,6,scale_free,42,Target_PERIPHERY
11,0.4,11.133333333333333,0.4241516966067864,0.3806471267381167,0.14601672296316426,0.8333333333333334,0.12150733167249556,6,scale_free,42,Target_PERIPHERY
12,0.3,9.966666666666667,0.427536231884058,0.3709694715295428,0.1464434784677892,0.6666666666666666,0.12390552192372366,6,scale_free,42,Target_PERIPHERY
13,0.23333333333333334,9.233333333333333,0.43068592057761734,0.35445313494599756,0.15383245226128553,0.6666666666666666,0.12390552192372366,6,scale_free,42,Target_PERIPHERY
14,0.13333333333333333,6.8,0.49673202614379086,0.3279187587524779,0.15128373134908302,0.6666666666666666,0.12390552192372366,6,scale_free,42,Target_PERIPHERY
15,0.3,10.1,0.39504950495049507,0.32456850770218054,0.15658481470875665,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
16,0.23333333333333334,10.1,0.3847084708470847,0.3136202867779189,0.15512154273111428,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
17,0.4,11.366666666666667,0.43900293255131967,0.32398585236456856,0.15584419553894996,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
18,0.5333333333333333,12.333333333333334,0.40846846846846846,0.34910755008082023,0.1685291201312908,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
19,0.3,9.1,0.5336996336996337,0.34321464407112195,0.16480644803199185,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
20,0.3333333333333333,9.566666666666666,0.5118466898954703,0.3420288867825873,0.1742425142983581,0.6666666666666666,0.12390552192372366,6,scale_free,42,Target_PERIPHERY
21,0.26666666666666666,9.366666666666667,0.4553973902728351,0.3329854203686768,0.17883139959454303,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
22,0.2,7.9,0.5419127988748242,0.3170271699244356,0.17186368278412306,0.6666666666666666,0.11631416981990955,6,scale_free,42,Target_PERIPHERY
23,0.36666666666666664,9.8,0.5222222222222223,0.32298390953350326,0.18263528008281743,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
24,0.36666666666666664,9.833333333333334,0.5076836158192091,0.32822584038948294,0.1816349053797465,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
25,0.23333333333333334,8.933333333333334,0.4606965174129353,0.316838739542745,0.18203157234327907,0.8333333333333334,0.12150733167249556,6,scale_free,42,Target_PERIPHERY
26,0.23333333333333334,7.833333333333333,0.4838297872340426,0.3068180907976155,0.1781398061115267,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
27,0.13333333333333333,6.9,0.48808373590982285,0.2859999199019017,0.16825587797205194,0.6666666666666666,0.10952103814040963,6,scale_free,42,Target_PERIPHERY
