t,coop_rate,avg_payoff,payoff_gini,strategy_mean,strategy_std,persuasion_rate,avg_shift,n_targeted,topo,seed,label
0,0.5333333333333333,13.433333333333334,0.32315963606286185,0.47628902077209617,0.14718095765028896,0.5,0.0995289803997022,6,scale_free,42,Target_HUBS
1,0.4666666666666667,12.066666666666666,0.37697974217311236,0.47513433827944457,0.14264669854870718,0.6666666666666666,0.10355674048041602,6,scale_free,42,Target_HUBS
2,0.43333333333333335,11.833333333333334,0.33943661971830985,0.47011821768591117,0.13417846336313377,0.5,0.0995289803997022,6,scale_free,42,Target_HUBS
3,0.3333333333333333,9.833333333333334,0.49163841807909603,0.45370403156360173,0.12366357984132735,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
4,0.36666666666666664,11.966666666666667,0.3406685236768802,0.4432595477759696,0.1338703428353692,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
5,0.26666666666666666,10.2,0.35446623093681917,0.4220684020428533,0.14081729919145491,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
6,0.3333333333333333,9.433333333333334,0.5138987043580683,0.41142019379771083,0.16139262237428612,0.5,0.08515070558313909,6,scale_free,42,Target_HUBS
7,0.23333333333333334,8.933333333333334,0.43582089552238806,0.3900497705419856,0.16140726674792433,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
8,0.3333333333333333,9.966666666666667,0.49108138238573024,0.3832437980769473,0.17149538485844304,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
9,0.3333333333333333,9.833333333333334,0.4378531073446328,0.37725454230771377,0.16736975812198931,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
10,0.23333333333333334,8.666666666666666,0.41820512820512823,0.35998399723078794,0.16889833127578188,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
11,0.36666666666666664,10.766666666666667,0.32291021671826625,0.3607859175630933,0.17757437260725042,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
12,0.4,11.366666666666667,0.34750733137829914,0.36549160745552217,0.1782849252943159,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
13,0.2,7.733333333333333,0.47758620689655173,0.3456326145608594,0.16938567066517116,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
14,0.16666666666666666,7.133333333333334,0.4657320872274143,0.32415670081355635,0.16870245399146183,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
15,0.06666666666666667,6.2,0.4118279569892473,0.29325789671592967,0.14936021990443243,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
16,0.16666666666666666,7.1,0.4924882629107981,0.2780669491100181,0.14708185665290918,0.3333333333333333,0.06445179085473816,6,scale_free,42,Target_HUBS
17,0.23333333333333334,7.866666666666666,0.5016949152542373,0.2726989152168159,0.14094444836221,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
18,0.3333333333333333,10.6,0.36436058700209645,0.279975045390798,0.15267993400232727,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
19,0.4,10.366666666666667,0.4569131832797428,0.29437803994390227,0.15447151661371705,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
20,0.5333333333333333,13.166666666666666,0.3339240506329114,0.3230526751506339,0.16015514618066526,0.6666666666666666,0.09015398573872486,6,scale_free,42,Target_HUBS
21,0.3333333333333333,10.633333333333333,0.3821316614420063,0.32428635413255796,0.17263032919744759,0.8333333333333334,0.0972872992048588,6,scale_free,42,Target_HUBS
22,0.36666666666666664,11.633333333333333,0.37125119388729705,0.32937199163665093,0.17227809737704766,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
23,0.23333333333333334,7.7,0.5692640692640693,0.3178473526402529,0.16653791515446364,0.5,0.07883006567130128,6,scale_free,42,Target_HUBS
24,0.4,11.6,0.3733716475095785,0.32770567032342257,0.17764086572187682,0.6666666666666666,0.09286301738023552,6,scale_free,42,Target_HUBS
25,0.4,10.933333333333334,0.38943089430894307,0.33638098988461185,0.180233955212731,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
26,0.23333333333333334,8.9,0.45555555555555555,0.32401527109845835,0.16733965109932092,0.5,0.07883006567130128,6,scale_free,42,Target_HUBS
27,0.23333333333333334,8.933333333333334,0.41691542288557215,0.3131334385666434,0.16746174683008244,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
28,0.3,11.733333333333333,0.2725378787878788,0.3115574259386461,0.17155135257294707,0.5,0.07883006567130128,6,scale_free,42,Target_HUBS
29,0.26666666666666666,8.766666666666667,0.5365019011406844,0.30617053482600876,0.17414673485902496,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
30,0.23333333333333334,9.266666666666667,0.4503597122302158,0.2974300706468876,0.17055006932740527,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
31,0.26666666666666666,9.433333333333334,0.4371024734982332,0.2937384621692612,0.15487921744030053,0.3333333333333333,0.07193042742850096,6,scale_free,42,Target_HUBS
32,0.23333333333333334,9.633333333333333,0.43333333333333335,0.2864898467089498,0.16583549220363736,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
33,0.3333333333333333,9.666666666666666,0.5052873563218391,0.29211106510387574,0.1557711132433848,0.3333333333333333,0.07193042742850096,6,scale_free,42,Target_HUBS
34,0.26666666666666666,10.366666666666667,0.37009646302250804,0.28905773729141065,0.15373339159617302,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
35,0.2,8.733333333333333,0.38727735368956745,0.2783708088164414,0.15244922777709052,0.3333333333333333,0.07193042742850096,6,scale_free,42,Target_HUBS
36,0.23333333333333334,10.633333333333333,0.25715778474399165,0.27296631175846847,0.1444313721971314,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
37,0.1,6.933333333333334,0.3868589743589744,0.2522103543474522,0.13027694768426235,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
38,0.26666666666666666,9.133333333333333,0.40851581508515816,0.25394511182575796,0.12713755244773867,0.3333333333333333,0.06445179085473816,6,scale_free,42,Target_HUBS
39,0.3,9.6,0.43425925925925923,0.25947169840666695,0.14036080734702563,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
40,0.23333333333333334,8.833333333333334,0.43735849056603776,0.25633509459786696,0.15747002891354442,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
41,0.23333333333333334,8.5,0.47568627450980394,0.25357488324612293,0.14554601656968602,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
42,0.3,10.6,0.3767295597484277,0.25914589725658815,0.13661773462989643,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
43,0.26666666666666666,9.1,0.42283272283272283,0.26004838958579757,0.13486789744789557,0.3333333333333333,0.06445179085473816,6,scale_free,42,Target_HUBS
44,0.36666666666666664,10.766666666666667,0.4283797729618163,0.27284258283550195,0.1290164416325111,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
45,0.5333333333333333,11.466666666666667,0.5257751937984496,0.3041014728952416,0.12775397352307927,0.5,0.08572970391410158,6,scale_free,42,Target_HUBS
46,0.3,10.333333333333334,0.3610752688172043,0.3036092961478126,0.13322037709072937,0.5,0.07883006567130128,6,scale_free,42,Target_HUBS
47,0.36666666666666664,10.666666666666666,0.45208333333333334,0.3111761806100751,0.12909797935050285,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
48,0.26666666666666666,9.6,0.38287037037037036,0.3058350389368661,0.1338520734662807,0.5,0.07135142909753846,6,scale_free,42,Target_HUBS
49,0.4666666666666667,11.233333333333333,0.451730959446093,0.3251348342644421,0.1515497733101586,0.5,0.07825106734033876,6,scale_free,42,Target_HUBS
