t,coop_rate,avg_payoff,payoff_gini,strategy_mean,strategy_std,persuasion_rate,avg_shift,n_targeted,topo,seed,label
0,0.43333333333333335,12.333333333333334,0.2945945945945946,0.46428902077209605,0.1349032573910673,0.3333333333333333,0.04481709531042313,6,scale_free,42,Unstructured R=0.1
1,0.36666666666666664,11.166666666666666,0.3937313432835821,0.45257433827944454,0.15389554818309728,0.3333333333333333,0.039185771949466125,6,scale_free,42,Unstructured R=0.1
2,0.4,11.633333333333333,0.3120343839541547,0.44626541768591116,0.16244386101598182,0.16666666666666666,0.033554448588509124,6,scale_free,42,Unstructured R=0.1
3,0.3333333333333333,9.566666666666666,0.510917537746806,0.43271356756360185,0.16249034972315313,0.16666666666666666,0.033554448588509124,6,scale_free,42,Unstructured R=0.1
4,0.26666666666666666,8.933333333333334,0.4696517412935323,0.4127879394559696,0.15203699748913613,0.3333333333333333,0.039185771949466125,6,scale_free,42,Unstructured R=0.1
5,0.23333333333333334,9.0,0.4671604938271605,0.3912533867212532,0.1474768155973744,0.5,0.09493990808760855,6,scale_free,42,Unstructured R=0.1
6,0.23333333333333334,8.5,0.4973856209150327,0.3723029803147028,0.14043953616349514,0.5,0.0845301035500407,6,scale_free,42,Unstructured R=0.1
7,0.26666666666666666,9.033333333333333,0.48056580565805657,0.3596266226769385,0.15479479318820458,0.5,0.10198310300715346,6,scale_free,42,Unstructured R=0.1
8,0.3,9.466666666666667,0.4582159624413146,0.3524714279557059,0.1475181691507014,0.6666666666666666,0.11786343688337404,6,scale_free,42,Unstructured R=0.1
9,0.23333333333333334,9.0,0.4639506172839506,0.33817485660102126,0.15380006070273755,0.3333333333333333,0.06864976967382012,6,scale_free,42,Unstructured R=0.1
10,0.2,8.166666666666666,0.4325170068027211,0.3215938738088987,0.12825985828708522,0.8333333333333334,0.09872244925215336,6,scale_free,42,Unstructured R=0.1
11,0.26666666666666666,10.666666666666666,0.33208333333333334,0.3150026089518308,0.1262147820254501,1.0,0.10705578258548669,6,scale_free,42,Unstructured R=0.1
12,0.23333333333333334,8.466666666666667,0.4763779527559055,0.30520229587761105,0.1308689877094439,1.0,0.1478046420819589,6,scale_free,42,Unstructured R=0.1
13,0.2,7.3,0.5407914764079148,0.2925780203722978,0.13433042747168963,1.0,0.12372244925215337,6,scale_free,42,Unstructured R=0.1
14,0.13333333333333333,7.933333333333334,0.3784313725490196,0.27346865792762204,0.13472025543297728,0.6666666666666666,0.09130692308901446,6,scale_free,42,Unstructured R=0.1
15,0.36666666666666664,11.066666666666666,0.4134538152610442,0.28465241897630744,0.14865246571358876,0.5,0.10039189370878855,6,scale_free,42,Unstructured R=0.1
16,0.23333333333333334,8.6,0.4498708010335917,0.2784941286991506,0.14260103625455717,0.6666666666666666,0.11484517221696601,6,scale_free,42,Unstructured R=0.1
17,0.4,10.766666666666667,0.4498452012383901,0.2930748332552524,0.14290404882831922,0.6666666666666666,0.11484517221696601,6,scale_free,42,Unstructured R=0.1
18,0.4,12.866666666666667,0.2616580310880829,0.30590585326462205,0.15307157445606415,0.5,0.10039189370878855,6,scale_free,42,Unstructured R=0.1
19,0.26666666666666666,9.066666666666666,0.5215686274509804,0.30119715087286747,0.1578068688227563,0.6666666666666666,0.11484517221696601,6,scale_free,42,Unstructured R=0.1
20,0.26666666666666666,9.833333333333334,0.363954802259887,0.2970534927681234,0.1553632109246878,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
21,0.16666666666666666,7.4,0.5186186186186186,0.2814070736359486,0.15332782696008013,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
22,0.2,9.133333333333333,0.39367396593673964,0.2716382247996348,0.1471112449937432,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
23,0.26666666666666666,9.7,0.43310423825887745,0.2710416378236786,0.1646682338016396,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
24,0.3333333333333333,11.133333333333333,0.34231536926147704,0.2785166412848372,0.17183544440722448,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
25,0.23333333333333334,8.4,0.4671957671957672,0.2730946443306567,0.1721361319039697,0.6666666666666666,0.1251004617427623,6,scale_free,42,Unstructured R=0.1
26,0.26666666666666666,8.933333333333334,0.40870646766169155,0.2723232870109779,0.16485031850738732,0.8333333333333334,0.11637396201420591,6,scale_free,42,Unstructured R=0.1
27,0.36666666666666664,9.4,0.524113475177305,0.28364449256966057,0.1697110517839315,0.6666666666666666,0.10843379507609563,6,scale_free,42,Unstructured R=0.1
28,0.23333333333333334,8.3,0.4464524765729585,0.27760715346130127,0.1735328321265039,0.8333333333333334,0.12470729534753923,6,scale_free,42,Unstructured R=0.1
29,0.23333333333333334,8.566666666666666,0.4937743190661479,0.2722942950459452,0.1798688330051492,0.8333333333333334,0.12470729534753923,6,scale_free,42,Unstructured R=0.1
30,0.2,8.133333333333333,0.5062841530054645,0.26361897964043174,0.16353705633568008,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
31,0.3333333333333333,10.4,0.35534188034188036,0.2719847020835799,0.1715647920146784,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
32,0.36666666666666664,10.266666666666667,0.4597402597402597,0.2833465378335503,0.16078385379637739,0.3333333333333333,0.049999999999999996,6,scale_free,42,Unstructured R=0.1
33,0.26666666666666666,8.866666666666667,0.4824561403508772,0.28134495329352427,0.1608827423291452,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
34,0.26666666666666666,8.866666666666667,0.5105263157894737,0.2795835588983014,0.17100144824634667,0.16666666666666666,0.03333333333333333,6,scale_free,42,Unstructured R=0.1
35,0.23333333333333334,8.833333333333334,0.5148427672955975,0.2740335318305052,0.1748180644334596,0.5,0.11495480385588824,6,scale_free,42,Unstructured R=0.1
36,0.23333333333333334,9.533333333333333,0.41351981351981354,0.2691495080108446,0.174856743665339,0.5,0.10662147052255493,6,scale_free,42,Unstructured R=0.1
37,0.2,9.9,0.2905723905723906,0.2608515670495432,0.17529764210026277,0.5,0.10662147052255493,6,scale_free,42,Unstructured R=0.1
38,0.3333333333333333,9.966666666666667,0.43578595317725755,0.26954937900359804,0.18265132168962053,0.5,0.11495480385588824,6,scale_free,42,Unstructured R=0.1
39,0.4,11.533333333333333,0.35626204238921,0.2852034535231663,0.18536554223699125,0.6666666666666666,0.12134197608658655,6,scale_free,42,Unstructured R=0.1
40,0.03333333333333333,5.8,0.3716475095785441,0.25497903910038633,0.1709103420049184,0.3333333333333333,0.06688778192184246,6,scale_free,42,Unstructured R=0.1
41,0.23333333333333334,9.5,0.3472514619883041,0.25238155440834,0.17017209265928931,0.3333333333333333,0.05022111525517579,6,scale_free,42,Unstructured R=0.1
42,0.3333333333333333,9.966666666666667,0.5089186176142698,0.2620957678793392,0.17054442936652875,0.3333333333333333,0.06688778192184246,6,scale_free,42,Unstructured R=0.1
43,0.16666666666666666,8.0,0.44333333333333336,0.2506442757338184,0.15949355282417793,0.3333333333333333,0.06688778192184246,6,scale_free,42,Unstructured R=0.1
44,0.23333333333333334,8.633333333333333,0.42277992277992277,0.24856696264576023,0.1647849562487283,0.3333333333333333,0.06688778192184246,6,scale_free,42,Unstructured R=0.1
45,0.36666666666666664,10.933333333333334,0.39410569105691057,0.262738927128269,0.1688020865923709,0.5,0.075,6,scale_free,42,Unstructured R=0.1
46,0.36666666666666664,10.266666666666667,0.4837662337662338,0.27521025587287673,0.16101638399136714,0.5,0.075,6,scale_free,42,Unstructured R=0.1
47,0.43333333333333335,11.466666666666667,0.4304263565891473,0.2941850251681315,0.16066433310557407,0.5,0.075,6,scale_free,42,Unstructured R=0.1
48,0.2,8.233333333333333,0.4165991902834008,0.28288282214795574,0.15799351803593203,0.5,0.075,6,scale_free,42,Unstructured R=0.1
49,0.26666666666666666,8.533333333333333,0.5036458333333333,0.28093688349020113,0.1623238790488155,0.5,0.075,6,scale_free,42,Unstructured R=0.1
