t,coop_rate,avg_payoff,payoff_gini,strategy_mean,strategy_std,persuasion_rate,avg_shift,n_targeted,topo,seed,label
0,0.5333333333333333,13.433333333333334,0.32315963606286185,0.47628902077209617,0.14718095765028896,0.5,0.052862313733035536,6,scale_free,42,Compiled R=0.7
1,0.4666666666666667,12.066666666666666,0.37697974217311236,0.47513433827944457,0.14264669854870718,0.5,0.052862313733035536,6,scale_free,42,Compiled R=0.7
2,0.4,11.233333333333333,0.366864490603363,0.4661182176859111,0.134043049001828,0.5,0.052862313733035536,6,scale_free,42,Compiled R=0.7
3,0.3,9.066666666666666,0.5561274509803922,0.4461840315636018,0.11795698359416083,0.5,0.04572970391410158,6,scale_free,42,Compiled R=0.7
4,0.36666666666666664,11.966666666666667,0.3406685236768802,0.43664194777596954,0.1288062528142237,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
5,0.26666666666666666,10.2,0.35446623093681917,0.41624491404285335,0.13332088021404676,0.5,0.04572970391410158,6,scale_free,42,Compiled R=0.7
6,0.3333333333333333,9.433333333333334,0.5138987043580683,0.4062955243577109,0.15560175021727876,0.5,0.04515070558313908,6,scale_free,42,Compiled R=0.7
7,0.23333333333333334,8.933333333333334,0.43582089552238806,0.3855400614347856,0.15427564106449826,0.5,0.04572970391410158,6,scale_free,42,Compiled R=0.7
8,0.36666666666666664,11.0,0.38747474747474747,0.3832752540626113,0.16523360892727845,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
9,0.36666666666666664,10.233333333333333,0.46395222584147666,0.381282223575098,0.16598658525220308,0.6666666666666666,0.04181807589700575,6,scale_free,42,Compiled R=0.7
10,0.23333333333333334,8.666666666666666,0.41820512820512823,0.3635283567460862,0.16606855792772487,0.5,0.04216339900463461,6,scale_free,42,Compiled R=0.7
11,0.4,11.0,0.3529292929292929,0.3679049539365557,0.17538481785421606,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
12,0.36666666666666664,11.2,0.3408730158730159,0.36775635946416924,0.17843689954544092,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
13,0.2,7.733333333333333,0.47758620689655173,0.3476255963284688,0.16822951840339953,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
14,0.2,8.033333333333333,0.4004149377593361,0.3299105247690525,0.16773543697054605,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
15,0.13333333333333333,8.7,0.3280970625798212,0.3063212617967663,0.1471731535411353,0.6666666666666666,0.04181807589700575,6,scale_free,42,Compiled R=0.7
16,0.2,8.333333333333334,0.4570666666666667,0.29356271038115433,0.1406856168955317,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
17,0.23333333333333334,7.866666666666666,0.5016949152542373,0.2863351851354158,0.13461853754063413,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
18,0.3333333333333333,10.6,0.36436058700209645,0.29197496291916586,0.1502385108665757,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
19,0.4,10.366666666666667,0.4569131832797428,0.30493796736886597,0.14972703393659056,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
20,0.4666666666666667,12.1,0.3808080808080808,0.32434541128460204,0.1587186839772783,0.5,0.04572970391410158,6,scale_free,42,Compiled R=0.7
21,0.3333333333333333,10.633333333333333,0.3821316614420063,0.32542396193044987,0.1742551952332235,0.6666666666666666,0.04181807589700575,6,scale_free,42,Compiled R=0.7
22,0.26666666666666666,10.433333333333334,0.3996805111821086,0.31837308649879587,0.1683399722669148,0.5,0.04572970391410158,6,scale_free,42,Compiled R=0.7
23,0.2,7.4,0.5582582582582583,0.30416831611894035,0.16534894323013666,0.5,0.03825177098753877,6,scale_free,42,Compiled R=0.7
24,0.3,9.333333333333334,0.42142857142857143,0.30366811818466755,0.16610591969670274,0.6666666666666666,0.045384380806472724,6,scale_free,42,Compiled R=0.7
25,0.4,10.933333333333334,0.38943089430894307,0.31522794400250737,0.17016098766578994,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
26,0.23333333333333334,8.9,0.45555555555555555,0.30540059072220654,0.16017121282861324,0.5,0.04216339900463461,6,scale_free,42,Compiled R=0.7
27,0.26666666666666666,9.833333333333334,0.3677966101694915,0.3007525198355418,0.16514384629102535,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
28,0.3,11.733333333333333,0.2725378787878788,0.3006622174552767,0.17356810596766398,0.5,0.04216339900463461,6,scale_free,42,Compiled R=0.7
29,0.26666666666666666,8.766666666666667,0.5365019011406844,0.29658275136064355,0.1764318320752007,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
30,0.23333333333333334,9.266666666666667,0.4503597122302158,0.2889928211973663,0.16856304221152402,0.5,0.038018095764205125,6,scale_free,42,Compiled R=0.7
31,0.3,9.666666666666666,0.4367816091954023,0.29031368265368235,0.1518914943761954,0.3333333333333333,0.03859709409516763,6,scale_free,42,Compiled R=0.7
32,0.23333333333333334,9.633333333333333,0.43333333333333335,0.2834760407352405,0.16194817330641498,0.5,0.041584400673672105,6,scale_free,42,Compiled R=0.7
