t,coop_rate,avg_payoff,payoff_gini,strategy_mean,strategy_std,persuasion_rate,avg_shift,n_targeted,topo,seed,label
26,0.26666666666666666,8.933333333333334,0.40870646766169155,0.2687827012050154,0.16019279032659325,0.8333333333333334,0.07333841198835184,6,scale_free,42,Unstructured R=0.5
27,0.3333333333333333,9.166666666666666,0.5162424242424243,0.27652877706041357,0.16447124790780904,0.6666666666666666,0.06873157838357487,6,scale_free,42,Unstructured R=0.5
28,0.2,7.566666666666666,0.47121879588839943,0.2673453238131639,0.16512817044500994,0.8333333333333334,0.07835624058552343,6,scale_free,42,Unstructured R=0.5
29,0.23333333333333334,8.566666666666666,0.4937743190661479,0.2632638849555842,0.17375312039846616,0.8333333333333334,0.07835624058552343,6,scale_free,42,Unstructured R=0.5
30,0.2,8.133333333333333,0.5062841530054645,0.2556722187609141,0.15913665400808516,0.16666666666666666,0.02050586005133307,6,scale_free,42,Unstructured R=0.5
31,0.3333333333333333,10.4,0.35534188034188036,0.26499155250960443,0.16524225245483948,0.16666666666666666,0.02050586005133307,6,scale_free,42,Unstructured R=0.5
32,0.36666666666666664,10.266666666666667,0.4597402597402597,0.2771925662084519,0.15565925048631812,0.3333333333333333,0.03081620764114285,6,scale_free,42,Unstructured R=0.5
33,0.3,9.1,0.4931623931623932,0.27992945826343774,0.15990596699971502,0.16666666666666666,0.02050586005133307,6,scale_free,42,Unstructured R=0.5
34,0.26666666666666666,8.866666666666667,0.5105263157894737,0.27833792327182505,0.1725196555086993,0.16666666666666666,0.02050586005133307,6,scale_free,42,Unstructured R=0.5
35,0.23333333333333334,8.833333333333334,0.5148427672955975,0.2729373724792062,0.17558986393146125,0.5,0.070782142267979,6,scale_free,42,Unstructured R=0.5
36,0.16666666666666666,8.166666666666666,0.42489795918367346,0.2601848877817014,0.1574071549354839,0.5,0.06485745683083156,6,scale_free,42,Unstructured R=0.5
37,0.16666666666666666,9.566666666666666,0.25749128919860625,0.2489627012478972,0.1466296223694922,0.5,0.06485745683083156,6,scale_free,42,Unstructured R=0.5
38,0.3333333333333333,9.966666666666667,0.43578595317725755,0.25908717709814955,0.15833087720336506,0.5,0.070782142267979,6,scale_free,42,Unstructured R=0.5
39,0.36666666666666664,11.0,0.3937373737373737,0.2719967158463717,0.16713296811769016,0.5,0.070782142267979,6,scale_free,42,Unstructured R=0.5
40,0.03333333333333333,5.8,0.3716475095785441,0.24335710994480705,0.15584284151080205,0.3333333333333333,0.04174883782972583,6,scale_free,42,Unstructured R=0.5
41,0.23333333333333334,9.5,0.3472514619883041,0.2421542567514302,0.15865044754824567,0.3333333333333333,0.029318309875784144,6,scale_free,42,Unstructured R=0.5
42,0.3333333333333333,9.966666666666667,0.5089186176142698,0.2530957459412586,0.16241615547274718,0.3333333333333333,0.04174883782972583,6,scale_free,42,Unstructured R=0.5
43,0.2,8.3,0.46626506024096387,0.24672425642830748,0.1517754339688991,0.3333333333333333,0.04174883782972583,6,scale_free,42,Unstructured R=0.5
44,0.23333333333333334,8.933333333333334,0.42213930348258705,0.24511734565691062,0.15129702706974948,0.3333333333333333,0.04174883782972583,6,scale_free,42,Unstructured R=0.5
45,0.36666666666666664,10.933333333333334,0.39410569105691057,0.25970326417808137,0.15697262534509848,0.5,0.0496712485993901,6,scale_free,42,Unstructured R=0.5
46,0.36666666666666664,10.266666666666667,0.4837662337662338,0.2725388724767116,0.1542469067166422,0.5,0.0496712485993901,6,scale_free,42,Unstructured R=0.5
47,0.4,11.233333333333333,0.4050445103857567,0.28783420777950613,0.15257459338943963,0.5,0.0496712485993901,6,scale_free,42,Unstructured R=0.5
48,0.2,8.233333333333333,0.4165991902834008,0.2772941028459655,0.1528346105691225,0.5,0.0496712485993901,6,scale_free,42,Unstructured R=0.5
49,0.26666666666666666,8.533333333333333,0.5036458333333333,0.2760188105044496,0.15481024286066955,0.5,0.044544783586556835,6,scale_free,42,Unstructured R=0.5
